bruto,clt,pj
91100,60818.575195,74448.037
91200,60885.075195,74529.10399999999
91300,60951.575195,74610.171
91400,61018.075195,74691.238
91500,61084.575195,74772.30500000001
91600,61151.075195,74853.372
91700,61217.575195,74934.439
91800,61284.075195,75015.506
91900,61350.575195,75096.57299999999
92000,61417.075195,75177.64
92100,61483.575195,75258.70700000001
92200,61550.075195,75339.774
92300,61616.575195,75420.841
92400,61683.075195,75501.908
92500,61749.575195,75582.975
92600,61816.075195,75664.042
92700,61882.575195,75745.109
92800,61949.075195,75826.17599999999
92900,62015.575195,75907.24299999999
93000,62082.075195,75988.31
93100,62148.575195,76069.37700000001
93200,62215.075195,76150.444
93300,62281.575195,76231.511
93400,62348.075195,76312.578
93500,62414.575195,76393.64499999999
93600,62481.075195,76474.712
93700,62547.575195,76555.779
93800,62614.075195,76636.846
93900,62680.575195,76717.913
94000,62747.075195,76798.98
94100,62813.575195,76880.047
94200,62880.075195,76961.114
94300,62946.575195,77042.181
94400,63013.075195,77123.24799999999
94500,63079.575195,77204.31499999999
94600,63146.075195,77285.38200000001
94700,63212.575195,77366.44900000001
94800,63279.075195,77447.516
94900,63345.575195,77528.583
95000,63412.075195,77609.65
95100,63478.575195,77690.717
95200,63545.075195,77771.784
95300,63611.575195,77852.851
95400,63678.075195,77933.91799999999
95500,63744.575195,78014.985
95600,63811.075195,78096.052
95700,63877.575195,78177.119
95800,63944.075195,78258.186
95900,64010.575195,78339.253
96000,64077.075195,78420.31999999999
96100,64143.575195,78501.38699999999
96200,64210.075195,78582.454
96300,64276.575195,78663.52100000001
96400,64343.075195,78744.588
96500,64409.575195,78825.655
96600,64476.075195,78906.722
96700,64542.575195,78987.789
96800,64609.075195,79068.856
96900,64675.575195,79149.923
97000,64742.075195,79230.98999999999
97100,64808.575195,79312.057
97200,64875.075195,79393.12400000001
97300,64941.575195,79474.191
97400,65008.075195,79555.258
97500,65074.575195,79636.325
97600,65141.075195,79717.39199999999
97700,65207.575195,79798.459
97800,65274.075195,79879.526
97900,65340.575195,79960.593
98000,65407.075195,80041.66
98100,65473.575195,80122.727
98200,65540.075195,80203.794
98300,65606.575195,80284.861
98400,65673.075195,80365.928
98500,65739.575195,80446.995
98600,65806.075195,80528.06199999999
98700,65872.575195,80609.12899999999
98800,65939.075195,80690.19600000001
98900,66005.575195,80771.263
99000,66072.075195,80852.33
99100,66138.575195,80933.397
99200,66205.075195,81014.46399999999
99300,66271.575195,81095.53099999999
99400,66338.075195,81176.598
99500,66404.575195,81257.665
99600,66471.075195,81338.732
99700,66537.575195,81419.799
99800,66604.075195,81500.86600000001
99900,66670.575195,81581.933
100000,66737.075195,81663.0
